N_qubits,beta,gamma,Prof_p,N_mc,Toler,Learning rate,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
4,0.5,0.5,4,50,0.05,0.5,92.1694,-0.6,0.4600000000000013,0.6000000000000023,0.4999999999999978
4,0.5,0.5,4,100,0.05,0.5,232.4703,-0.8,0.2600000000000011,-1.1999999999999993,0.13999999999999924
4,0.5,0.25,2,50,0.05,0.5,230.2774,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.5,0.25,2,100,0.05,0.5,371.0156,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.5,0.25,3,50,0.05,0.5,205.6845,1.0,0.09999999999999742,-2.0,0.94
4,0.5,0.25,3,100,0.05,0.5,381.6106,1.0,0.09999999999999742,1.6000000000000032,0.5000000000000031
4,0.5,0.25,4,50,0.05,0.5,132.2805,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
4,0.5,0.25,4,100,0.05,0.5,289.4335,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.5,0.1,2,50,0.05,0.5,174.7175,1.1,2.6645352591003757e-15,-1.9,0.8399999999999999
4,0.5,0.1,2,100,0.05,0.5,424.7345,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.5,0.1,3,50,0.05,0.5,161.4155,1.7,0.6000000000000032,-2.0,0.94
4,0.5,0.1,3,100,0.05,0.5,341.2426,1.6,0.5000000000000031,-1.0999999999999992,0.03999999999999915
4,0.5,0.1,4,50,0.05,0.5,133.9078,1.0,0.09999999999999742,-1.3999999999999995,0.3399999999999994
4,0.5,0.1,4,100,0.05,0.5,284.9383,-1.2,0.13999999999999924,0.9000000000000026,0.1999999999999975
4,0.5,0.05,2,50,0.05,0.5,189.1995,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.5,0.05,2,100,0.05,0.5,368.0185,0.9,0.1999999999999975,-1.0999999999999992,0.03999999999999915
4,0.5,0.05,3,50,0.05,0.5,183.3675,-1.2,0.13999999999999924,-1.1999999999999993,0.13999999999999924
4,0.5,0.05,3,100,0.05,0.5,382.6026,-1.0,0.06000000000000094,-1.1999999999999993,0.13999999999999924
4,0.5,0.05,4,50,0.05,0.5,157.5835,0.6,0.4999999999999978,1.0000000000000027,0.09999999999999742
4,0.5,0.05,4,100,0.05,0.5,271.8665,-1.1,0.03999999999999915,-1.9,0.8399999999999999
4,0.5,0.01,2,50,0.05,0.5,141.9985,-1.2,0.13999999999999924,0.7000000000000024,0.3999999999999977
4,0.5,0.01,2,100,0.05,0.5,301.7655,1.1,2.6645352591003757e-15,-0.899999999999999,0.16000000000000103
4,0.5,0.01,3,50,0.05,0.5,208.0066,-1.2,0.13999999999999924,0.6000000000000023,0.4999999999999978
4,0.5,0.01,3,100,0.05,0.5,409.5843,0.9,0.1999999999999975,-1.0999999999999992,0.03999999999999915
4,0.5,0.01,4,50,0.05,0.5,157.9315,-1.5,0.4399999999999995,-2.0,0.94
4,0.5,0.01,4,100,0.05,0.5,362.5045,1.0,0.09999999999999742,-2.0,0.94
4,0.3,0.5,2,50,0.05,0.5,117.6704,1.1,2.6645352591003757e-15,1.6000000000000032,0.5000000000000031
4,0.3,0.5,2,100,0.05,0.5,203.6465,1.1,2.6645352591003757e-15,1.6000000000000032,0.5000000000000031
4,0.3,0.5,3,50,0.05,0.5,109.4485,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.3,0.5,3,100,0.05,0.5,191.4005,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.3,0.5,4,50,0.05,0.5,171.8816,1.0,0.09999999999999742,-1.4999999999999996,0.4399999999999995
4,0.3,0.5,4,100,0.05,0.5,302.3294,1.0,0.09999999999999742,-1.4999999999999996,0.4399999999999995
4,0.3,0.25,2,50,0.05,0.5,122.1605,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
4,0.3,0.25,2,100,0.05,0.5,291.3996,1.0,0.09999999999999742,-1.1999999999999993,0.13999999999999924
4,0.3,0.25,3,50,0.05,0.5,187.1589,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.3,0.25,3,100,0.05,0.5,281.9661,1.0,0.09999999999999742,0.8000000000000025,0.2999999999999976
4,0.3,0.25,4,50,0.05,0.5,221.9084,1.0,0.09999999999999742,1.300000000000003,0.20000000000000284
4,0.3,0.25,4,100,0.05,0.5,360.3265,1.0,0.09999999999999742,-1.0999999999999992,0.03999999999999915
4,0.3,0.1,2,50,0.05,0.5,130.2895,-1.1,0.03999999999999915,0.8000000000000025,0.2999999999999976
4,0.3,0.1,2,100,0.05,0.5,246.9035,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.3,0.1,3,50,0.05,0.5,152.6426,1.7,0.6000000000000032,0.9000000000000026,0.1999999999999975
4,0.3,0.1,3,100,0.05,0.5,343.2334,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.3,0.1,4,50,0.05,0.5,184.5386,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.3,0.1,4,100,0.05,0.5,408.8675,-1.1,0.03999999999999915,0.9000000000000026,0.1999999999999975
4,0.3,0.05,2,50,0.05,0.5,116.6755,1.1,2.6645352591003757e-15,-1.1999999999999993,0.13999999999999924
