N_iter,Min_dist,N_mc,Toler,Tiempo ejecucion,Primer minimo,Δ True Min,Segundo minimo,Δ True Min2
2000,0.25,50,0.0001,0.2147,1.0976,0.0024000000000001798,-0.0358,1.0242
2000,0.25,100,0.1,0.2602,-0.0415,1.0185,-1.1074,0.04739999999999989
2000,0.25,100,0.05,0.3383,1.1333,0.033299999999999885,-1.0899,0.029900000000000038
2000,0.25,100,0.01,0.3443,-0.0357,1.0243,1.0977,0.0023000000000001908
2000,0.25,100,0.0001,0.4488,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.25,150,0.1,0.4536,-1.1382,0.07820000000000005,0.0186,1.0786
2000,0.25,150,0.05,0.4649,1.1017,0.0016999999999998128,-0.0353,1.0247000000000002
2000,0.25,150,0.01,0.5734,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.25,150,0.0001,0.6964,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.25,200,0.1,0.5419,-0.0321,1.0279,1.1235,0.023499999999999854
2000,0.25,200,0.05,0.6434,-0.0363,1.0237,1.1023,0.0022999999999999687
2000,0.25,200,0.01,0.7449,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.25,200,0.0001,0.888,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.5,50,0.1,0.1378,-1.0588,0.0012000000000000899,1.2047,0.10470000000000002
2000,0.5,50,0.05,0.1479,-1.1122,0.052200000000000024,1.1063,0.006299999999999972
2000,0.5,50,0.01,0.1768,-0.0357,1.0243,-1.062,0.0020000000000000018
2000,0.5,50,0.0001,0.2575,1.0976,0.0024000000000001798,-1.0618,0.0018000000000000238
2000,0.5,100,0.1,0.2772,-0.0372,1.0228000000000002,1.1166,0.016599999999999948
2000,0.5,100,0.05,0.3159,-0.0358,1.0242,1.1374,0.03739999999999988
2000,0.5,100,0.01,0.379,-0.0357,1.0243,-1.0621,0.0020999999999999908
2000,0.5,100,0.0001,0.4209,-1.0618,0.0018000000000000238,1.0976,0.0024000000000001798
2000,0.5,150,0.1,0.4125,-0.0103,1.0497,1.1391,0.03909999999999991
2000,0.5,150,0.05,0.5012,-0.0358,1.0242,-1.0673,0.007299999999999862
2000,0.5,150,0.01,0.57,-0.0357,1.0243,-1.062,0.0020000000000000018
